name,salary_from,salary_to,salary_currency,area_name,published_at
Главный менеджер Управления администрирования баз данных Департамента информационных технологий,,,,Алматы,2022-12-20T08:56:57+0300
Руководитель отдела разработки 1С,,,,Москва,2022-12-20T11:31:45+0300
Инженер слаботочных систем,,100000.0,RUR,Москва,2022-12-20T10:10:13+0300
Инженер-программист МК,100000.0,,RUR,Москва,2022-12-20T10:39:11+0300
Системный аналитик,,,,Москва,2022-12-20T09:08:25+0300
Механик (по ремонту и обслуживанию спецавтотранспорта),45000.0,45000.0,RUR,Таганрог,2022-12-20T10:08:30+0300
Менеджер по проектам,250.0,350.0,KZT,Семей,2022-12-20T10:43:28+0300
Инженер по телемедицине / IT специалист по организации конференции,,,,Москва,2022-12-20T10:04:44+0300
Токарь-универсал,50000.0,105000.0,RUR,Уфа,2022-12-20T11:07:41+0300
Сервисный инженер по обслуживанию спецтехники,90000.0,,RUR,Братск,2022-12-20T09:40:07+0300
Инженер внедрения / технический консультант (карточный процессинг),,,,Москва,2022-12-20T10:38:30+0300
Консультант 1С ЗУП,,,,Саратов,2022-12-20T08:25:05+0300
"Разработчик Fullstack (PHP, JavaScript) Middle",,,,Астана,2022-12-20T10:20:12+0300
Оператор станков с программным управлением,44000.0,56000.0,RUR,Пермь,2022-12-20T09:40:50+0300
Devops,,,,Москва,2022-12-20T11:40:02+0300
Middle Fullstack Developer (Laravel/Vue),,,,Санкт-Петербург,2022-12-20T09:42:52+0300
Консультант-аналитик,,,,Москва,2022-12-20T09:31:54+0300
Консультант-аналитик,,,,Ярославль,2022-12-20T09:31:54+0300
Разработчик ETL в отдел развития бизнес-отчетности,,,,Москва,2022-12-20T09:41:40+0300
Frontend (Vue 3) разработчик (офис),180000.0,180000.0,RUR,Москва,2022-12-20T11:27:04+0300
Продакт-менеджер,100000.0,140000.0,RUR,Москва,2022-12-20T08:54:21+0300
Механик по автотранспорту,,60000.0,RUR,Москва,2022-12-20T11:22:39+0300
Специалист технической поддержки,25000.0,35000.0,RUR,Красноярск,2022-12-20T09:48:09+0300
Руководитель отдела разработки,,,,Москва,2022-12-20T11:10:05+0300
Системный администратор,200000.0,350000.0,KZT,Астана,2022-12-20T11:55:50+0300
Специалист по информационной безопасности,,,,Самара,2022-12-20T11:02:36+0300
Специалист технической поддержки,39000.0,,RUR,Пермь,2022-12-20T08:13:36+0300
Руководитель ИТ-проектов,,,,Рязань,2022-12-20T09:00:18+0300
Full Stack developer / Middle,,,,Екатеринбург,2022-12-20T10:03:40+0300
Главный механик (производство),,230000.0,RUR,Москва,2022-12-20T10:05:51+0300
Android разработчик в команду YouRa,,,,Нижний Новгород,2022-12-20T10:47:42+0300
Оператор-наладчик станков с ЧПУ,85000.0,120000.0,RUR,Верхняя Пышма,2022-12-20T11:00:24+0300
DevOps инженер (удаленно),150000.0,200000.0,RUR,Москва,2022-12-20T11:27:37+0300
Разработчик C/С++,55000.0,,RUR,Ижевск,2022-12-20T11:38:10+0300
Токарь,45600.0,,RUR,Челябинск,2022-12-20T10:08:09+0300
Инженер отдела технической поддержки,65000.0,,RUR,Томск,2022-12-20T09:15:07+0300
Слесарь-сборщик РЭА и приборов,30000.0,,RUR,Чебоксары,2022-12-20T11:24:26+0300
Фрезеровщик,55000.0,,RUR,Челябинск,2022-12-20T08:53:58+0300
Консультант - аналитик 1С (удаленно),120000.0,,RUR,Новосибирск,2022-12-20T08:31:12+0300
Руководитель отдела IT и информационной безопасности,150000.0,,RUR,Москва,2022-12-20T09:30:45+0300
ГИС - разработчик,,220000.0,RUR,Москва,2022-12-20T10:58:25+0300
Сервисный инженер,80000.0,,RUR,Новосибирск,2022-12-20T10:17:06+0300
Токарь,110000.0,130000.0,RUR,Челябинск,2022-12-20T10:55:19+0300
Ведущий инженер (Отдел поддержки телекоммуникационной инфраструктуры),,,,Новый Уренгой,2022-12-20T08:34:03+0300
Тестировщик (автотестирование),,,,Москва,2022-12-20T10:58:46+0300
Специалист по ремонту принтеров и заправке картриджей,1000.0,,BYR,Минск,2022-12-20T11:16:21+0300
Сервисный инженер,80000.0,100000.0,RUR,Видное,2022-12-20T09:36:24+0300
Системный аналитик,,,,Пермь,2022-12-20T11:14:39+0300
Дизайнер,22500.0,30000.0,RUR,Саратов,2022-12-20T09:23:31+0300
Токарь,105000.0,,RUR,Ульяновск,2022-12-20T10:28:49+0300
Консультант по типовым версиям 1С-стажер,20000.0,60000.0,RUR,Кемерово,2022-12-20T09:40:28+0300
Инженер по гарантии,,120000.0,RUR,Москва,2022-12-20T09:35:34+0300
Ведущий программист 1С,100000.0,,RUR,Киров (Кировская область),2022-12-20T10:47:44+0300
Токарь,105000.0,,RUR,Самара,2022-12-20T10:28:37+0300
Мастер по ремонту техники Apple / Сервисный инженер,100000.0,140000.0,RUR,Москва,2022-12-20T10:28:41+0300
Бухгалтер - Консультант 1C,50000.0,80000.0,RUR,Уфа,2022-12-20T11:12:09+0300
C++ Developer,,,,Москва,2022-12-20T11:15:50+0300
Редактор текста и ввода данных (удалённо),,50000.0,RUR,Москва,2022-12-20T11:23:31+0300
Сервисный инженер (техник-механик),,,,Путёвка,2022-12-20T09:14:57+0300
Тестировщик 1С,100000.0,,RUR,Санкт-Петербург,2022-12-20T11:36:05+0300
Токарь-карусельщик,55000.0,,RUR,Москва,2022-12-20T09:45:27+0300
Оператор станков с ЧПУ (раскроечный центр),57600.0,57600.0,RUR,Санкт-Петербург,2022-12-20T10:03:23+0300
Senior Developer С++ (Core),,,,Санкт-Петербург,2022-12-20T10:24:14+0300
Оператор контактного центра,33000.0,48000.0,RUR,Новошахтинск,2022-12-20T10:03:11+0300
Сервисный инженер,56000.0,180000.0,RUR,Москва,2022-12-20T11:38:12+0300
Ведущий инженер (Бюро по проектированию преобразователей и систем управления),,,,Санкт-Петербург,2022-12-20T10:24:37+0300
Редактор новостей,74712.0,74712.0,RUR,Москва,2022-12-20T11:23:14+0300
Middle+/Senior Frontend Developer,,,,Москва,2022-12-20T10:29:45+0300
Инженер автоматизированных систем управления 1 категории,60000.0,60000.0,RUR,Тобольск,2022-12-20T08:42:30+0300
Электромеханик,50000.0,,RUR,Новосибирск,2022-12-20T10:29:53+0300
Android-разработчик (middle/ middle+),,,,Новосибирск,2022-12-20T09:29:01+0300
Сетевой инженер (эксплуатация),,,,Москва,2022-12-20T10:09:54+0300
Начальник отдела тестирования (QA Lead),,,,Самара,2022-12-20T10:03:55+0300
Программист 1 С,,,,Москва,2022-12-20T10:49:30+0300
Инженер-программист АСУТП (стажёр),40000.0,,RUR,Пермь,2022-12-20T10:12:43+0300
Сервисный инженер,50000.0,75000.0,RUR,Санкт-Петербург,2022-12-20T11:41:30+0300
Оператор станков с ЧПУ,70000.0,,RUR,Санкт-Петербург,2022-12-20T11:56:16+0300
Механик по ремонту швейного оборудования,40000.0,45000.0,RUR,Ижевск,2022-12-20T10:42:37+0300
Инженер SOC,,,,Москва,2022-12-20T10:48:37+0300
Сервисный инженер/механик по ремонту и обслуживанию импортной сельскохозяйственной техники,40000.0,120000.0,RUR,Барнаул,2022-12-20T11:00:28+0300
Эксперт в отдел контроля стандартов магазинов,64800.0,64800.0,RUR,Краснодар,2022-12-20T09:08:25+0300
Инженер по автоматизации тестирования (QA Automation / SDET),,150000.0,RUR,Нижний Новгород,2022-12-20T11:12:07+0300
Консультант дилерского центра,26000.0,32000.0,RUR,Златоуст,2022-12-20T09:09:09+0300
Инженер по ремонту,,61000.0,RUR,Острогожск,2022-12-20T11:01:26+0300
Трейдер-аналитик,,,,Минск,2022-12-20T10:08:27+0300
Механик по выпуску автотранспорта,50000.0,,RUR,Москва,2022-12-20T09:43:51+0300
Инженер по промышленному оборудованию,70000.0,,RUR,Ногинск,2022-12-20T08:39:34+0300
Инженер сервисной службы,56000.0,56000.0,RUR,Нижний Новгород,2022-12-20T11:40:25+0300
Фрезеровщик,1000.0,,BYR,Минск,2022-12-20T08:26:52+0300
Golang Developer,200000.0,270000.0,RUR,Санкт-Петербург,2022-12-20T11:15:15+0300
Ведущий инженер-программист 1С,,,,Ростов-на-Дону,2022-12-20T08:39:06+0300
"Сервисный инженер на завод, электрические машины (двигатели и пр.) 65 лет на рынке",90000.0,150000.0,RUR,Москва,2022-12-20T11:12:08+0300
Копирайтер (SEO тексты),,,,Нижний Новгород,2022-12-20T09:33:27+0300
React Native разработчик,90000.0,,RUR,Тюмень,2022-12-20T08:51:34+0300
Руководитель АСУ ТП,,,,Тамбов,2022-12-20T11:23:38+0300
